STT,NameGroup,ArrivalDate,DeptDate,Status,CompanyTA,MarketSegment,Source,RateCode,ArrivalCarrier,ArrivalTime,DeptCarrier,DeptTime,BookedRmType1,NumOfRoomType1,NumberOfGuests1,BookedRmType2,NumOfRoomType2,NumberOfGuests2,Note
180,VIETEXP 0512-3xxx/17xx,05/12/2025,07/12/2025,Tentative,GPS-CONG TY TNHH DU LICH VA THUONG MAI TRAI NGHIEM VIET,LGA,TAL,GLGRPAAA,,,,,ST,3,9,ST,17,34,"17 Superior double + 03 tripple (DBL + EXTRA BED)
VND 1.875.000 Nett/room/night (including tax and service charge)
Extra bed: VND 867.510/pax
Ms Helen / Ms Zoe: 0961 264 196
Email: booking@vietexperiencestravel.com"
181,China0367-0512 2xx/5x,05/12/2025,07/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
182,China6089-0512 2xx/5x,05/12/2025,07/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
183,Aeroflot 0612-6xx/4x,06/12/2025,11/12/2025,Definite,GPS-PUBLIC JOINT STOCK COMPANY AEROFLOT RUSSIAN AIRLINES,AIR,AIR,GCCRWARF,SU 292,09:45,SU 293,08:45,ST,6,12,SK,4,4,"Rm To Co after C/O by CL,  ABF + Buffet Lunch + Buffet Dinner Incl.  Aeroflot Benefits Incl Follow the Contract."
184,China0367-0612 2xx/5x,06/12/2025,08/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
185,China6089-0612 2xx/5x,06/12/2025,08/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
186,China6089-0712 2xx/5x,07/12/2025,09/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
187,China0367-0712 2xx/5x,07/12/2025,09/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
188,China0367-0812 2xx/5x,08/12/2025,10/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
189,China6089-0812 2xx/5x,08/12/2025,10/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
190,China6089-0912 2xx/5x,09/12/2025,11/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
191,China0367-0912 2xx/5x,09/12/2025,11/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
192,China0367-1012 2xx/5x,10/12/2025,12/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
193,China6089-1012 2xx/5x,10/12/2025,12/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
194,Aeroflot 1112-6xx/4x,11/12/2025,13/12/2025,Definite,GPS-PUBLIC JOINT STOCK COMPANY AEROFLOT RUSSIAN AIRLINES,AIR,AIR,GCCRWARF,SU 292,09:45,SU 293,08:45,ST,6,12,SK,4,4,"Rm To Co after C/O by CL,  ABF + Buffet Lunch + Buffet Dinner Incl.  Aeroflot Benefits Incl Follow the Contract."
195,China6089-1112 2xx/5x,11/12/2025,13/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
196,China0367-1112 2xx/5x,11/12/2025,13/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
198,China6089-1212 2xx/5x,12/12/2025,14/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
199,China0367-1212 2xx/5x,12/12/2025,14/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
200,Aeroflot 1312-6xx/4x,13/12/2025,18/12/2025,Definite,GPS-PUBLIC JOINT STOCK COMPANY AEROFLOT RUSSIAN AIRLINES,AIR,AIR,GCCRWARF,SU 292,09:45,SU 293,08:45,ST,6,12,SK,4,4,"Rm To Co after C/O by CL,  ABF + Buffet Lunch + Buffet Dinner Incl.  Aeroflot Benefits Incl Follow the Contract."
201,China6089-1312 2xx/5x,13/12/2025,15/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
202,China0367-1312 2xx/5x,13/12/2025,15/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
203,China0367-1412 2xx/5x,14/12/2025,16/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
204,China6089-1412 2xx/5x,14/12/2025,16/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
205,China6089-1512 2xx/5x,15/12/2025,17/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
206,China0367-1512 2xx/5x,15/12/2025,17/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
207,China0367-1612 2xx/5x,16/12/2025,18/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
208,China6089-1612 2xx/5x,16/12/2025,18/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
209,China0367-1712 2xx/5x,17/12/2025,19/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
210,China6089-1712 2xx/5x,17/12/2025,19/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
212,China6089-1812 2xx/5x,18/12/2025,20/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
213,China0367-1812 2xx/5x,18/12/2025,20/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
214,Aeroflot 1812-6xx/4x,18/12/2025,20/12/2025,Definite,GPS-PUBLIC JOINT STOCK COMPANY AEROFLOT RUSSIAN AIRLINES,AIR,AIR,GCCRWARF,SU 292,09:45,SU 293,08:45,ST,6,12,SK,4,4,"Rm To Co after C/O by CL,  ABF + Buffet Lunch + Buffet Dinner Incl.  Aeroflot Benefits Incl Follow the Contract."
215,China6089-1912 2xx/5x,19/12/2025,21/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
216,China0367-1912 2xx/5x,19/12/2025,21/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
217,China0367-2012 2xx/5x,20/12/2025,22/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
218,Aeroflot 2012-6xx/4x,20/12/2025,25/12/2025,Definite,GPS-PUBLIC JOINT STOCK COMPANY AEROFLOT RUSSIAN AIRLINES,AIR,AIR,GCCRWARF,SU 292,09:45,SU 293,08:45,ST,6,12,SK,4,4,"Rm To Co after C/O by CL,  ABF + Buffet Lunch + Buffet Dinner Incl.  Aeroflot Benefits Incl Follow the Contract."
219,China6089-2012 2xx/5x,20/12/2025,22/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
220,China6089-2112 2xx/5x,21/12/2025,23/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
222,China0367-2112 2xx/5x,21/12/2025,23/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
223,China6089-2212 2xx/5x,22/12/2025,24/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
224,China0367-2212 2xx/5x,22/12/2025,24/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
225,China0367-2312 2xx/5x,23/12/2025,25/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
226,China6089-2312 2xx/5x,23/12/2025,25/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
227,China0367-2412 2xx/5x,24/12/2025,26/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
228,China6089-2412 2xx/5x,24/12/2025,26/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
229,China6089-2512 2xx/5x,25/12/2025,27/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
230,Aeroflot 2512-6xx/4x,25/12/2025,27/12/2025,Definite,GPS-PUBLIC JOINT STOCK COMPANY AEROFLOT RUSSIAN AIRLINES,AIR,AIR,GCCRWARF,SU 292,09:45,SU 293,08:45,ST,6,12,SK,4,4,"Rm To Co after C/O by CL,  ABF + Buffet Lunch + Buffet Dinner Incl.  Aeroflot Benefits Incl Follow the Contract."
231,China0367-2512 2xx/5x,25/12/2025,27/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
232,China0367-2612 2xx/5x,26/12/2025,28/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
233,China6089-2612 2xx/5x,26/12/2025,28/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
234,China0367-2712 2xx/5x,27/12/2025,29/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
235,Aeroflot 2712-6xx/4x,27/12/2025,01/01/2026,Definite,GPS-PUBLIC JOINT STOCK COMPANY AEROFLOT RUSSIAN AIRLINES,AIR,AIR,GCCRWARF,SU 292,09:45,SU 293,08:45,ST,6,12,SK,4,4,"Rm To Co after C/O by CL,  ABF + Buffet Lunch + Buffet Dinner Incl.  Aeroflot Benefits Incl Follow the Contract."
236,China6089-2712 2xx/5x,27/12/2025,29/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
237,China6089-2812 2xx/5x,28/12/2025,30/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
238,China0367-2812 2xx/5x,28/12/2025,30/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
239,China0367-2912 2xx/5x,29/12/2025,31/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
240,China6089-2912 2xx/5x,29/12/2025,31/12/2025,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
241,China0367-3012 2xx/5x,30/12/2025,01/01/2026,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
242,China6089-3012 2xx/5x,30/12/2025,01/01/2026,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
243,China6089-3112 2xx/5x,31/12/2025,02/01/2026,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,GCCRWCSA,CZ 6089,01:35,CZ 6090,02:35,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract.
P/U at 01:35am (Early Moning Next Day)"
244,China0367-3112 2xx/5x,31/12/2025,02/01/2026,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
245,China0367-0101 2xx/5x,01/01/2026,25/06/2027,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
246,Aeroflot 0101-6xx/4x,01/01/2026,31/08/2027,Definite,GPS-PUBLIC JOINT STOCK COMPANY AEROFLOT RUSSIAN AIRLINES,AIR,AIR,GCCRWARF,SU 292,09:45,SU 293,08:45,ST,6,12,SK,4,4,"Rm To Co after C/O by CL,  ABF + Buffet Lunch + Buffet Dinner Incl.  Aeroflot Benefits Incl Follow the Contract."
247,China0367-0110 2xx/5x,01/01/2026,25/06/2027,Definite,GPS-CHINA SOUTHERN AIRLINES OMPANY LIMITED,AIR,AIR,"GCCRWCSA",CZ 0367,22:00,CZ 0368,08:00,ST,2,4,SK,5,5,"Rm charge to Co after C/O, ABF Incl. Meal Vouchers & CS Airlines Benefits follow the contract."
